RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,DiscountPct,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaystoComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
2032,14499,2010-11-14,2010-11-01,28,4200,0.06,150,3948.00,Harry Kotsonis,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,Drexel Hill,19026,Pennsylvania,East,2010-11-19,5,Consulting - Business Model,Consulting,SQL,Mason Gibson,Allen Young,71,1,0.53
2033,14500,2011-06-24,2011-06-01,44,4840,0.07,110,4501.20,Tracy Hale,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Jupiter,33458,Florida,South,2011-06-26,2,Development - Python,Development,Java,William Bufont,Frank Mitchell,62,1,0.44
2034,14500,2011-06-24,2011-06-01,46,5520,0.01,120,5464.80,Tracy Hale,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Jupiter,33458,Florida,South,2011-06-25,1,Development - Business Logic,Development,Business Logic,Jacob Manziel,Frank Mitchell,57,1,0.53
2035,14503,2011-02-05,2011-02-01,14,2240,0.02,160,2195.20,Bruce Hopkins,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Lees Summit,64064,MO,Central,2011-02-06,1,Development - Java,Development,Business Model,Sophia Dixon,Josh Martinez,71,1,0.56
2036,14528,2009-06-15,2009-06-01,14,2240,0.09,160,2038.40,Karl Webber,Western Digital Corporation,Technology,Electronic Components,Webster,1570,MA,East,2009-06-17,2,Development - Java,Development,Python,Ava Wilson,Allen Young,67,1,0.58
2037,14529,2010-09-20,2010-09-01,44,5500,0.1,125,4950.00,Lena Takahito,DISH Network Corporation,Consumer Services,Television Services,Eastpointe,48021,Michigan,Central,2010-09-24,4,Training - Development,Training,Business Logic,Noah Smith,Josh Martinez,59,1,0.53
2038,14529,2010-09-20,2010-09-01,42,5250,0.05,125,4987.50,Lena Takahito,DISH Network Corporation,Consumer Services,Television Services,Eastpointe,48021,Michigan,Central,2010-09-22,2,Training - SQL,Training,Market Research,William Bufont,Josh Martinez,62,1,0.50
2039,14530,2009-04-06,2009-04-01,17,3400,0.06,200,3196.00,Tracy Hoffman,Cerner Corporation,Technology,EDP Services,Columbia,29203,South Carolina,South,2009-04-08,2,Development - Big Data,Development,Python,Emma Watson,Frank Mitchell,67,1,0.67
2040,14530,2009-04-06,2009-04-01,49,9800,0.1,200,8820.00,Tracy Hoffman,Cerner Corporation,Technology,EDP Services,Columbia,29203,South Carolina,South,2009-04-08,2,Development - Big Data,Development,Big Data,Mason Gibson,Frank Mitchell,71,1,0.65
2041,14530,2009-04-06,2009-04-01,44,6600,0.01,150,6534.00,Tracy Hoffman,Cerner Corporation,Technology,EDP Services,Columbia,29203,South Carolina,South,2009-04-06,0,Consulting - Market Research,Consulting,Tableau,Noah Smith,Frank Mitchell,59,1,0.61
2042,14534,2010-07-18,2010-07-01,46,6900,0.02,150,6762.00,Valerie Bell,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Ormond Beach,32174,Florida,South,2010-07-18,0,Consulting - Business Model,Consulting,Business Model,Abigail Young,Frank Mitchell,50,1,0.67
2043,14535,2010-10-01,2010-10-01,22,4400,0.03,200,4268.00,Gene Zandusky,Starbucks Corporation,Consumer Services,Restaurants,Muscatine,52761,Iowa,Central,2010-10-02,1,Development - Big Data,Development,Javascript,Jacob Manziel,Josh Martinez,57,1,0.72
2044,14563,2011-12-02,2011-12-01,31,4650,0.02,150,4557.00,Becky Poirier,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,Oregon City,97045,Oregon,West,2011-12-03,1,Consulting - Market Research,Consulting,.Net,Elizabeth Carter,Bob Turner,52,1,0.65
2045,14596,2009-01-10,2009-01-01,24,3000,0.01,125,2970.00,Darren Blumstein,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Denton,76201,Texas,Central,2009-01-12,2,Training - SQL,Training,Business Logic,Ava Wilson,Josh Martinez,67,1,0.46
2046,14596,2009-01-10,2009-01-01,19,2280,0.06,120,2143.20,Darren Blumstein,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Denton,76201,Texas,Central,2009-01-11,1,Development - Business Logic,Development,Market Research,Mason Gibson,Josh Martinez,71,1,0.41
2047,14597,2010-08-30,2010-08-01,41,6560,0.03,160,6363.20,Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Albuquerque,87105,New Mexico,West,2010-08-31,1,Development - Java,Development,SQL,William Bufont,Bob Turner,62,1,0.61
2048,14597,2010-08-30,2010-08-01,35,4375,0.07,125,4068.75,Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Albuquerque,87105,New Mexico,West,2010-08-31,1,Training - SQL,Training,Javascript,Emma Watson,Bob Turner,67,1,0.46
2049,14627,2009-02-04,2009-02-01,47,7520,0.07,160,6993.60,Sonia Kane,Marriott International,Consumer Services,Hotels/Resorts,Hutchinson,67501,Kansas,Central,2009-02-05,1,Development - Java,Development,Scala,Ethan Bird,Josh Martinez,60,1,0.63
2050,14630,2012-10-16,2012-10-01,17,2040,0.08,120,1876.80,Muhammed Wilson,Broadcom Corporation,Technology,Semiconductors,Anaheim,92804,California,West,2012-10-16,0,Development - Business Logic,Development,Business Logic,Jayden Hamilton,Bob Turner,71,1,0.41
2051,14661,2010-01-24,2010-01-01,38,5700,0.06,150,5358.00,Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Durango,81301,Colorado,West,2010-01-25,1,Consulting - Business Model,Consulting,.Net,Michael Alister,Bob Turner,68,1,0.55
2052,14662,2011-11-16,2011-11-01,48,5280,0.02,110,5174.40,Karl Webber,Western Digital Corporation,Technology,Electronic Components,Foxborough,2035,MA,East,2011-11-17,1,Development - Python,Development,PHP,Olivia Sullivan,Allen Young,53,1,0.52
2053,14662,2011-11-16,2011-11-01,24,2880,0.05,120,2736.00,Karl Webber,Western Digital Corporation,Technology,Electronic Components,Seymour,6478,Connecticut,East,2011-11-17,1,Development - Business Logic,Development,Market Research,Olivia Sullivan,Allen Young,53,1,0.56
2054,14662,2011-11-16,2011-11-01,48,7200,0.01,150,7128.00,Karl Webber,Western Digital Corporation,Technology,Electronic Components,Southbridge,1550,MA,East,2011-11-17,1,Consulting - Market Research,Consulting,.Net,Ethan Bird,Allen Young,60,1,0.60
2055,14693,2011-01-09,2011-01-01,39,4290,0.02,110,4204.20,Darren Blumstein,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Denton,76201,Texas,Central,2011-01-11,2,Development - Python,Development,Tableau,Liam Franklin,Josh Martinez,52,1,0.53
2056,14693,2011-01-09,2011-01-01,38,7600,0.05,200,7220.00,Darren Blumstein,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Denton,76201,Texas,Central,2011-01-11,2,Development - Big Data,Development,Market Research,Abigail Young,Josh Martinez,50,1,0.75
2057,14695,2012-09-05,2012-09-01,40,5000,0.05,125,4750.00,Anthony Patel,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Deer Park,77536,Texas,Central,2012-09-06,1,Training - Tableau,Training,Scala,Sophia Dixon,Josh Martinez,71,1,0.43
2058,14726,2012-01-08,2012-01-01,15,2250,0.07,150,2092.50,Ralph Hernandez,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,Lansing,60438,Illinois,Central,2012-01-08,0,Consulting - Business Model,Consulting,Business Logic,Liam Franklin,Josh Martinez,52,1,0.65
2059,14727,2012-07-19,2012-07-01,50,6250,0.04,125,6000.00,Bobby Radford,Texas Instruments Incorporated,Technology,Semiconductors,East Hartford,6108,Connecticut,East,2012-07-22,3,Training - Javascript,Training,Compensation,Emma Watson,Allen Young,67,1,0.46
2060,14727,2012-07-19,2012-07-01,33,5610,0.05,170,5329.50,Bobby Radford,Texas Instruments Incorporated,Technology,Semiconductors,Sanford,4073,Maine,East,2012-07-20,1,Development - .Net,Development,Market Research,Liam Franklin,Allen Young,52,1,0.69
2061,14755,2010-01-05,2010-01-01,31,3720,0.09,120,3385.20,Steve Shariari,"NetApp, Inc.",Technology,Electronic Components,Stow,44224,Ohio,East,2010-01-05,0,Development - Business Logic,Development,Java,Abigail Young,Allen Young,50,1,0.58
2062,14755,2010-01-05,2010-01-01,44,6600,0.1,150,5940.00,Steve Shariari,"NetApp, Inc.",Technology,Electronic Components,Stow,44224,Ohio,East,2010-01-07,2,Consulting - Market Research,Consulting,Big Data,Abigail Young,Allen Young,50,1,0.67
2063,14756,2009-08-31,2009-08-01,2,250,0.06,125,235.00,Steve Price,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains,Bentonville,72712,Arkansas,South,2009-08-31,0,Training - SQL,Training,Java,Jacob Manziel,Frank Mitchell,57,1,0.54
2064,14784,2012-03-14,2012-03-01,43,5375,0.04,125,5160.00,Brenda Hildebrand,"Whole Foods Market, Inc.",Consumer Services,Food Chains,West Babylon,11704,New York,East,2012-03-15,1,Training - Javascript,Training,SQL,Noah Smith,Allen Young,59,1,0.53
2065,14785,2009-10-09,2009-10-01,20,4000,0.08,200,3680.00,Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Cabot,72023,Arkansas,South,2009-10-09,0,Development - Scala,Development,Javascript,Elizabeth Carter,Frank Mitchell,52,1,0.74
2066,14785,2009-10-09,2009-10-01,25,3000,0.02,120,2940.00,Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Cabot,72023,Arkansas,South,2009-10-10,1,Development - Business Logic,Development,Development,Michael Alister,Frank Mitchell,68,1,0.43
2067,14789,2010-11-29,2010-11-01,37,6290,0,170,6290.00,Sarah Hopkins,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Covington,98042,Washington,West,2010-12-01,2,Development - .Net,Development,Market Research,Olivia Sullivan,Bob Turner,53,1,0.69
2068,14789,2010-11-29,2010-11-01,19,2090,0.03,110,2027.30,Sarah Hopkins,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Covington,98042,Washington,West,2010-11-30,1,Development - PHP,Development,Market Research,Abigail Young,Bob Turner,50,1,0.55
2069,14791,2010-02-14,2010-02-01,29,4350,0.05,150,4132.50,Lisa Ann Reed,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Brookings,57006,South Dakota,Central,2010-02-15,1,Consulting - Market Research,Consulting,Python,Emily Taylor,Josh Martinez,62,1,0.59
2070,14819,2010-01-25,2010-01-01,48,8160,0.09,170,7425.60,Carl Block,CA Inc.,Technology,Computer Software: Prepackaged Software,West Chicago,60185,Illinois,Central,2010-01-27,2,Development - .Net,Development,Market Research,Ava Wilson,Josh Martinez,67,1,0.61
2071,14819,2010-01-25,2010-01-01,27,3375,0.07,125,3138.75,Carl Block,CA Inc.,Technology,Computer Software: Prepackaged Software,West Chicago,60185,Illinois,Central,2010-01-26,1,Training - Tableau,Training,Tableau,Alexander Edison,Josh Martinez,70,1,0.44
2072,14820,2012-01-09,2012-01-01,39,5850,0.04,150,5616.00,Michael Olson,Viacom Inc.,Consumer Services,Television Services,Eau Claire,54703,Wisconsin,Central,2012-01-11,2,Consulting - Market Research,Consulting,Business Logic,Emma Watson,Josh Martinez,67,1,0.55
2073,14823,2009-02-12,2009-02-01,15,3000,0.1,200,2700.00,David Knight,"Xilinx, Inc.",Technology,Semiconductors,Highland Village,75067,Texas,Central,2009-02-21,9,Development - Scala,Development,Business Model,Ava Wilson,Josh Martinez,67,1,0.67
2074,14823,2009-02-12,2009-02-01,20,2400,0.08,120,2208.00,David Knight,"Xilinx, Inc.",Technology,Semiconductors,Highland Village,75067,Texas,Central,2009-02-12,0,Development - Business Logic,Development,Business Logic,Isabella Douglas,Josh Martinez,75,1,0.38
2075,14851,2012-05-11,2012-05-01,6,900,0.08,150,828.00,Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,California,West,2012-05-12,1,Consulting - Compensation,Consulting,Python,Abigail Young,Bob Turner,50,1,0.67
2076,14851,2012-05-11,2012-05-01,26,3900,0.08,150,3588.00,Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,California,West,2012-05-13,2,Consulting - Market Research,Consulting,Tableau,Jayden Hamilton,Bob Turner,71,1,0.53
2077,14852,2011-12-24,2011-12-01,9,1440,0.03,160,1396.80,Angele Gayman,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Olathe,66062,Kansas,Central,2011-12-24,0,Development - Java,Development,Big Data,Emily Taylor,Josh Martinez,62,1,0.61
2078,14854,2010-04-28,2010-04-01,24,4800,0.07,200,4464.00,Robert Drucker,"Automatic Data Processing, Inc.",Technology,EDP Services,Middletown,45042,Ohio,East,2010-05-02,4,Development - Big Data,Development,Business Model,Jacob Manziel,Allen Young,57,1,0.72
2079,14855,2010-04-30,2010-04-01,44,7040,0.06,160,6617.60,John Ashbrook,"Micron Technology, Inc.",Technology,Semiconductors,Hot Springs,71901,Arkansas,South,2010-05-02,2,Development - Java,Development,Big Data,Mason Gibson,Frank Mitchell,71,1,0.56
2080,14855,2010-04-30,2010-04-01,48,6000,0.1,125,5400.00,John Ashbrook,"Micron Technology, Inc.",Technology,Semiconductors,Hot Springs,71901,Arkansas,South,2010-05-02,2,Training - SQL,Training,Javascript,Mia Moore,Frank Mitchell,51,1,0.59
2081,14855,2010-04-30,2010-04-01,19,2375,0.01,125,2351.25,John Ashbrook,"Micron Technology, Inc.",Technology,Semiconductors,Hot Springs,71901,Arkansas,South,2010-05-02,2,Training - Javascript,Training,Market Research,Noah Smith,Frank Mitchell,59,1,0.53
2082,14883,2011-05-06,2011-05-01,38,4750,0.07,125,4417.50,Jason Noonan,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Gillette,82716,Wyoming,West,2011-05-11,5,Training - Development,Training,Market Research,Isabella Douglas,Bob Turner,75,1,0.40
2083,14883,2011-05-06,2011-05-01,47,7050,0.03,150,6838.50,Jason Noonan,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Gillette,82716,Wyoming,West,2011-05-15,9,Consulting - Market Research,Consulting,Business Logic,Michael Alister,Bob Turner,68,1,0.55
2084,14884,2011-09-27,2011-09-01,6,900,0.06,150,846.00,Michael Carlisle,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Palm Coast,32137,Florida,South,2011-09-29,2,Consulting - Market Research,Consulting,PHP,Ethan Bird,Frank Mitchell,60,1,0.60
2085,14913,2009-02-14,2009-02-01,47,5170,0.01,110,5118.30,Janet Huthwaite,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Fayetteville,28314,North Carolina,South,2009-02-15,1,Development - Python,Development,Tableau,Liam Franklin,Frank Mitchell,52,1,0.53
2086,14916,2009-02-27,2009-02-01,16,2400,0.07,150,2232.00,Cari Radford,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Pleasant Grove,84062,Utah,West,2009-03-01,2,Consulting - Market Research,Consulting,SQL,Olivia Sullivan,Bob Turner,53,1,0.65
2087,14948,2011-05-28,2011-05-01,6,750,0,125,750.00,Shahid Boyes,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Muskegon,49442,Michigan,Central,2011-05-29,1,Training - Tableau,Training,Python,Emily Taylor,Josh Martinez,62,1,0.50
2088,14950,2010-09-26,2010-09-01,48,5760,0.03,120,5587.20,Giulietta Ferguson,Symantec Corporation,Technology,Computer Software: Prepackaged Software,Sunnyvale,94086,California,West,2010-09-26,0,Development - Business Logic,Development,Business Model,Ethan Bird,Bob Turner,60,1,0.50
2089,14951,2011-05-17,2011-05-01,34,5100,0.02,150,4998.00,Denise Sievert,"Applied Materials, Inc.",Technology,Semiconductors,Apex,27502,North Carolina,South,2011-05-19,2,Consulting - Business Model,Consulting,Development,Elizabeth Carter,Frank Mitchell,52,1,0.65
2090,14951,2011-05-17,2011-05-01,26,3120,0.08,120,2870.40,Denise Sievert,"Applied Materials, Inc.",Technology,Semiconductors,Apex,27502,North Carolina,South,2011-05-17,0,Development - Business Logic,Development,Python,Noah Smith,Frank Mitchell,59,1,0.51
2091,14976,2011-07-22,2011-07-01,46,5060,0.03,110,4908.20,Quincy Patterson,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Vestavia Hills,35216,Alabama,South,2011-07-24,2,Development - Python,Development,SQL,William Bufont,Frank Mitchell,62,1,0.44
2092,14978,2010-05-27,2010-05-01,14,1750,0.07,125,1627.50,Randy Arnett,SanDisk Corporation,Technology,Electronic Components,Dalton,30721,Georgia,South,2010-05-28,1,Training - Tableau,Training,Business Model,Michael Alister,Frank Mitchell,68,1,0.46
2093,14978,2010-05-27,2010-05-01,14,2800,0,200,2800.00,Randy Arnett,SanDisk Corporation,Technology,Electronic Components,Dalton,30721,Georgia,South,2010-05-28,1,Development - Big Data,Development,Python,Emily Taylor,Frank Mitchell,62,1,0.69
2094,14980,2012-07-14,2012-07-01,27,4050,0.03,150,3928.50,Lori Medina,"Henry Schein, Inc.",Health Care,Medical Specialities,Gadsden,35904,Alabama,South,2012-07-15,1,Consulting - Business Model,Consulting,Business Model,Ava Wilson,Frank Mitchell,67,1,0.55
2095,14981,2010-10-26,2010-10-01,8,1600,0.07,200,1488.00,Ed Yedwab,DISH Network Corporation,Consumer Services,Television Services,Temecula,92592,California,West,2010-10-27,1,Development - Big Data,Development,Python,Jayden Hamilton,Bob Turner,71,1,0.65
2096,14981,2010-10-26,2010-10-01,8,1000,0.03,125,970.00,Ed Yedwab,DISH Network Corporation,Consumer Services,Television Services,Temecula,92592,California,West,2010-10-28,2,Training - Javascript,Training,Java,Noah Smith,Bob Turner,59,1,0.53
2097,14983,2009-02-11,2009-02-01,48,7200,0.05,150,6840.00,Rick Book,Western Digital Corporation,Technology,Electronic Components,Wilmington,28403,North Carolina,South,2009-02-12,1,Consulting - Market Research,Consulting,Big Data,Emily Taylor,Frank Mitchell,62,1,0.59
2098,14983,2009-02-11,2009-02-01,18,2700,0.08,150,2484.00,Rick Book,Western Digital Corporation,Technology,Electronic Components,Wilmington,28403,North Carolina,South,2009-02-12,1,Consulting - Market Research,Consulting,SQL,Isabella Douglas,Frank Mitchell,75,1,0.50
2099,15009,2011-12-21,2011-12-01,46,5520,0.09,120,5023.20,Erica Mitchell,Intel Corporation,Technology,Semiconductors,Old Bridge,8857,New Jersey,East,2011-12-23,2,Development - Business Logic,Development,Strategy,Ava Wilson,Allen Young,67,1,0.44
2100,15009,2011-12-21,2011-12-01,28,3080,0.08,110,2833.60,Erica Mitchell,Intel Corporation,Technology,Semiconductors,Saugus,1906,MA,East,2011-12-22,1,Development - PHP,Development,Business Logic,Madison Hill,Allen Young,58,1,0.47
2101,15014,2010-02-10,2010-02-01,10,1250,0.05,125,1187.50,Ted Yedwab,Viacom Inc.,Consumer Services,Television Services,Plano,75023,Texas,Central,2010-02-13,3,Training - Tableau,Training,Python,Sophia Dixon,Josh Martinez,71,1,0.43
2102,15015,2010-11-25,2010-11-01,47,5875,0.03,125,5698.75,Matthew Lucas,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Clovis,88101,New Mexico,West,2010-11-26,1,Training - SQL,Training,Business Model,Abigail Young,Bob Turner,50,1,0.60
2103,15040,2009-12-04,2009-12-01,48,5280,0.1,110,4752.00,Carl Grace,Cerner Corporation,Technology,EDP Services,Columbus,39701,Mississippi,South,2009-12-08,4,Development - Python,Development,Python,William Bufont,Frank Mitchell,62,1,0.44
2104,15044,2012-03-06,2012-03-01,42,6300,0.07,150,5859.00,Erica Percer,"Henry Schein, Inc.",Health Care,Medical Specialities,Fort Wayne,46806,Indiana,Central,2012-03-10,4,Consulting - Business Model,Consulting,Business Logic,Emma Watson,Josh Martinez,67,1,0.55
2105,15045,2010-08-20,2010-08-01,11,1375,0.07,125,1278.75,Logan Jackson,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Russellville,72801,Arkansas,South,2010-08-22,2,Training - Development,Training,Front End Web,Michael Alister,Frank Mitchell,68,1,0.46
2106,15074,2009-11-28,2009-11-01,27,2970,0.05,110,2821.50,Tim Trevino,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Twin Falls,83301,Idaho,West,2009-11-29,1,Development - Python,Development,Big Data,Jayden Hamilton,Bob Turner,71,1,0.35
2107,15075,2009-10-04,2009-10-01,24,3000,0.02,125,2940.00,Natalie Pelletier,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Melbourne,32935,Florida,South,2009-10-04,0,Training - SQL,Training,.Net,Noah Smith,Frank Mitchell,59,1,0.53
2108,15075,2009-10-04,2009-10-01,10,1500,0.01,150,1485.00,Natalie Pelletier,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Merritt Island,32953,Florida,South,2009-10-06,2,Consulting - Business Model,Consulting,Development,Liam Franklin,Frank Mitchell,52,1,0.65
2109,15078,2010-11-09,2010-11-01,33,3630,0.01,110,3593.70,Katherine Sewall,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Kettering,45429,Ohio,East,2010-11-10,1,Development - Python,Development,Big Data,Mason Gibson,Allen Young,71,1,0.35
2110,15079,2010-01-15,2010-01-01,45,6750,0,150,6750.00,Erica Chand,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chester,19013,Pennsylvania,East,2010-01-18,3,Consulting - Business Model,Consulting,Java,Elizabeth Carter,Allen Young,52,1,0.65
2111,15079,2010-01-15,2010-01-01,23,2530,0.01,110,2504.70,Erica Chand,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chester,19013,Pennsylvania,East,2010-01-16,1,Development - Python,Development,Market Research,Emily Taylor,Allen Young,62,1,0.44
2112,15104,2012-03-29,2012-03-01,23,3680,0.09,160,3348.80,Resi Gonzalez,Symantec Corporation,Technology,Computer Software: Prepackaged Software,Caldwell,83605,Idaho,West,2012-04-01,3,Development - Java,Development,SQL,Jacob Manziel,Bob Turner,57,1,0.64
2113,15105,2009-11-03,2009-11-01,39,7800,0.07,200,7254.00,Giulietta Ferguson,Symantec Corporation,Technology,Computer Software: Prepackaged Software,Sunnyvale,94086,California,West,2009-11-10,7,Development - Big Data,Development,Development,Mia Moore,Bob Turner,51,1,0.75
2114,15106,2011-01-27,2011-01-01,42,5250,0.03,125,5092.50,Dorothy Miner,"Charter Communications, Inc.",Consumer Services,Television Services,Rockford,61107,Illinois,Central,2011-01-29,2,Training - SQL,Training,SQL,Jacob Manziel,Josh Martinez,57,1,0.54
2115,15106,2011-01-27,2011-01-01,39,5850,0.06,150,5499.00,Dorothy Miner,"Charter Communications, Inc.",Consumer Services,Television Services,Rockford,61107,Illinois,Central,2011-01-27,0,Consulting - Strategy,Consulting,Tableau,Ethan Bird,Josh Martinez,60,1,0.60
2116,15106,2011-01-27,2011-01-01,35,4200,0.03,120,4074.00,Dorothy Miner,"Charter Communications, Inc.",Consumer Services,Television Services,Rockford,61107,Illinois,Central,2011-01-29,2,Development - Business Logic,Development,Market Research,Liam Franklin,Josh Martinez,52,1,0.57
2117,15108,2009-08-27,2009-08-01,50,5500,0.02,110,5390.00,Delfina Gross,Altera Corporation,Technology,Semiconductors,Buffalo Grove,60089,Illinois,Central,2009-08-29,2,Development - Python,Development,Market Research,Mason Gibson,Josh Martinez,71,1,0.35
2118,15109,2010-12-14,2010-12-01,11,1650,0.08,150,1518.00,Maria Wilson,Linear Technology Corporation,Technology,Semiconductors,Florissant,63031,MO,Central,2010-12-17,3,Consulting - Business Model,Consulting,Java,Noah Smith,Josh Martinez,59,1,0.61
2119,15109,2010-12-14,2010-12-01,45,4950,0.06,110,4653.00,Maria Wilson,Linear Technology Corporation,Technology,Semiconductors,Florissant,63031,MO,Central,2010-12-16,2,Development - Python,Development,SQL,Olivia Sullivan,Josh Martinez,53,1,0.52
2120,15109,2010-12-14,2010-12-01,33,3960,0.06,120,3722.40,Maria Wilson,Linear Technology Corporation,Technology,Semiconductors,Florissant,63031,MO,Central,2010-12-16,2,Development - Business Logic,Development,Java,Sophia Dixon,Josh Martinez,71,1,0.41
2121,15109,2010-12-14,2010-12-01,23,3220,0.04,140,3091.20,Maria Wilson,Linear Technology Corporation,Technology,Semiconductors,Florissant,63031,MO,Central,2010-12-15,1,Development - Front End Web,Development,Scala,Sophia Dixon,Josh Martinez,71,1,0.49
2122,15109,2010-12-14,2010-12-01,10,2000,0.09,200,1820.00,Maria Wilson,Linear Technology Corporation,Technology,Semiconductors,Florissant,63031,MO,Central,2010-12-16,2,Development - Big Data,Development,Python,Olivia Sullivan,Josh Martinez,53,1,0.74
2123,15111,2009-12-17,2009-12-01,13,2210,0.1,170,1989.00,Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,California,West,2009-12-19,2,Development - .Net,Development,Development,Liam Franklin,Bob Turner,52,1,0.69
2124,15139,2009-11-19,2009-11-01,17,2125,0.07,125,1976.25,Guy Kelty,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Jeffersonville,47130,Indiana,Central,2009-11-21,2,Training - Development,Training,Market Research,Isabella Douglas,Josh Martinez,75,1,0.40
2125,15139,2009-11-19,2009-11-01,33,6600,0.01,200,6534.00,Guy Kelty,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Jeffersonville,47130,Indiana,Central,2009-11-19,0,Development - Big Data,Development,Big Data,Noah Smith,Josh Martinez,59,1,0.71
2126,15142,2012-04-04,2012-04-01,21,3360,0.07,160,3124.80,Meg Norvell,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Kansas City,64130,MO,Central,2012-04-06,2,Development - Java,Development,Python,Jacob Manziel,Josh Martinez,57,1,0.64
2127,15170,2009-03-18,2009-03-01,19,2850,0.01,150,2821.50,Thomas Weimer,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Stevens Point,54481,Wisconsin,Central,2009-03-18,0,Consulting - Market Research,Consulting,Java,Olivia Sullivan,Josh Martinez,53,1,0.65
2128,15202,2010-07-09,2010-07-01,36,4500,0.09,125,4095.00,Darrin Ulpright,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Modesto,95351,California,West,2010-07-11,2,Training - SQL,Training,Business Model,Daniel Tusk,Bob Turner,45,1,0.64
2129,15205,2011-03-17,2011-03-01,18,2250,0.02,125,2205.00,Julia Meador,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Freeport,61032,Illinois,Central,2011-03-19,2,Training - Development,Training,Business Model,Alexander Edison,Josh Martinez,70,1,0.44
2130,15205,2011-03-17,2011-03-01,42,5250,0.02,125,5145.00,Julia Meador,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Freeport,61032,Illinois,Central,2011-03-18,1,Training - SQL,Training,Java,Mason Gibson,Josh Martinez,71,1,0.43
2131,15206,2010-11-04,2010-11-01,35,4375,0.05,125,4156.25,Rob MacKendrick,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,East Los Angeles,90022,California,West,2010-11-09,5,Training - Tableau,Training,Business Model,Jacob Manziel,Bob Turner,57,1,0.54
2132,15234,2010-03-12,2010-03-01,21,3150,0.1,150,2835.00,Toby Payne,Altera Corporation,Technology,Semiconductors,Spring Hill,34609,Florida,South,2010-03-13,1,Consulting - Market Research,Consulting,Business Model,Isabella Douglas,Frank Mitchell,75,1,0.50
